7770	Propyl butyrate	CCCC(=O)OCCC	0
7792	3,7-Dimethyl-1-octanol	CC(C)CCCC(C)CCO	0
7795	Isoamyl butyrate	CCCC(=O)OCCC(C)C	0
7797	Ethyl Heptanoate	CCCCCCC(=O)OCC	0
7799	Ethyl octanoate	CCCCCCCC(=O)OCC	0
7803	Propyl propionate	CCCOC(=O)CC	0
7820	Dimethyl Succinate	COC(=O)CCC(=O)OC	1
7824	Methyl hexanoate	CCCCCC(=O)OC	0
7826	Methyl heptanoate	CCCCCCC(=O)OC	0
7894	Isoamylamine	CC(C)CCN	0
7915	Isopropyl Acetate	CC(C)OC(=O)C	1
7916	Isopropenyl acetate	CC(=C)OC(=O)C	0
7921	Gamma-Valerolactone	CC1CCC(=O)O1	0
7937	2,6-Lutidine	CC1=NC(=CC=C1)C	1
7967	Cyclohexanone	C1CCC(=O)CC1	1
7969	Thiophenol	C1=CC=C(C=C1)S	1
7983	Butyl butyrate	CCCCOC(=O)CCC	0
7991	Pentanoic Acid	CCCCC(=O)O	1
7997	Propyl Acetate	CCCOC(=O)C	1
8007	Butylamine	CCCCN	1
8025	Ethyl formate	CCOC=O	1
8038	Isobutyl Acetate	CC(C)COC(=O)C	1
8042	Isopropyl Myristate	CCCCCCCCCCCCCC(=O)OC(C)C	1
8048	Ethyl caprate	CCCCCCCCCC(=O)OCC	0
8049	Diethyl Sebacate	CCOC(=O)CCCCCCCCC(=O)OCC	0
8051	2-Heptanone	CCCCCC(=O)C	1
8063	Pentanal	CCCCC=O	1
8077	Diethyl disulfide	CCSSCC	0
8082	Piperidine	C1CCNCC1	1
8091	Methyl Octanoate	CCCCCCCC(=O)OC	1
8093	2-Octanone	CCCCCCC(=O)C	1
8094	Heptanoic Acid	CCCCCCC(=O)O	1
8103	1-Hexanol	CCCCCCO	1
8122	Ethyl stearate	CCCCCCCCCCCCCCCCCC(=O)OCC	0
8125	1-Octene	CCCCCCC=C	0
8129	Heptanol	CCCCCCCO	1
8137	Methyl 2-nonynoate	CCCCCCC#CC(=O)OC	0
8159	Heptyl acetate	CCCCCCCOC(=O)C	0
8163	2-Undecanone	CCCCCCCCCC(=O)C	1
8174	1-Decanol	CCCCCCCCCCO	1
8175	Decanal	CCCCCCCCCC=O	1
8180	Undecanoic Acid	CCCCCCCCCCC(=O)O	0
8184	1-Undecanol	CCCCCCCCCCCO	1
8186	Undecanal	CCCCCCCCCCC=O	0
8193	1-Dodecanol	CCCCCCCCCCCCO	1
8205	Dodecyl acetate	CCCCCCCCCCCCOC(=O)C	0
8294	Linalyl Acetate	CC(=CCCC(C)(C=C)OC(=O)C)C	1
8363	Benzyl Salicylate	C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O	1
8375	2'-Hydroxyacetophenone	CC(=O)C1=CC=CC=C1O	0
8419	Veratraldehyde	COC1=C(C=C(C=C1)C=O)OC	0
8438	Piperonal	C1OC2=C(O1)C=C(C=C2)C=O	1
8452	Cyclopentanone	C1CCC(=O)C1	1
8456	Butylated Hydroxyanisole	CC(C)(C)C1=C(C=CC(=C1)OC)O	1
8467	Ethylvanillin	CCOC1=C(C=CC(=C1)C=O)O	1
8468	Vanillic Acid	COC1=C(C=CC(=C1)C(=O)O)O	0
8615	Phenethyl anthranilate	C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2N	0
